temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.927,0.482,0.0
1,-286.03,265.53999999999996,0.041,0.018,0.0
2,-280.65999999999997,271.01,0.05,0.021,0.013
3,-273.65,272.78,0.045,0.021,0.009
4,-262.73,279.95,0.046,0.023,0.02
5,-254.67999999999998,287.14,0.044,0.025,0.018
6,-246.45999999999998,296.31,0.046,0.024,0.021
7,-235.92999999999998,302.71,0.04,0.023,0.018
8,-228.18999999999997,311.26,0.04,0.023,0.02
9,-216.11999999999998,317.21999999999997,0.037,0.025,0.019
10,-204.65999999999997,324.01,0.042,0.026,0.02
11,-189.51,337.10999999999996,0.052,0.023,0.042
12,-178.64,356.14,0.04,0.023,0.04
13,-164.55999999999997,375.41999999999996,0.044,0.023,0.042
14,-148.24999999999997,393.32,0.044,0.025,0.041
15,-133.59999999999997,407.68,0.042,0.022,0.034
16,-110.64999999999998,441.47999999999996,0.048,0.024,0.073
17,-98.74000000000001,455.21999999999997,0.049,0.027,0.031
18,-88.07999999999998,468.81,0.049,0.029,0.03
19,-77.25,478.83,0.055,0.033,0.024
20,-63.5,487.12,0.045,0.426,0.024
