temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.037,0.018,0.0
1,-8.549999999999955,-12.550000000000011,0.058,0.025,0.027
2,-17.620000000000005,-17.78000000000003,0.054,0.026,0.015
3,-32.599999999999966,-32.78000000000003,0.049,0.027,0.035
4,-48.75999999999999,-48.400000000000034,0.047,0.024,0.037
5,-64.76999999999998,-66.55000000000001,0.053,0.024,0.041
6,-81.91999999999996,-83.63,0.048,0.022,0.034
7,-99.89999999999998,-98.85000000000002,0.023,0.025,0.031
8,-117.30999999999997,-108.38,0.024,0.023,0.029
9,-132.48,-119.82,0.024,0.026,0.03
10,-146.64999999999998,-127.54000000000002,0.028,0.026,0.025
11,-163.17,-134.99,0.017,0.026,0.031
12,-184.53999999999996,-144.22000000000003,0.026,0.039,0.032
13,-196.07999999999998,-150.85000000000002,0.027,0.047,0.02
