temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.04,0.021,0.0
1,-32.960000000000036,-0.060000000000002274,0.059,0.026,0.04
2,-64.93,-1.6299999999999955,0.05,0.026,0.039
3,-130.66000000000003,-5.439999999999998,0.058,0.021,0.0
4,-150.45000000000005,-4.550000000000011,0.044,0.021,0.025
5,-179.74,-6.569999999999993,0.048,0.026,0.037
6,-207.28000000000003,-5.589999999999975,0.046,0.022,0.035
7,-244.9,-11.939999999999998,0.05,0.022,0.056
8,-271.3,0.4900000000000091,0.067,0.029,0.042
9,-301.96000000000004,12.129999999999995,0.063,0.025,0.045
10,-332.38,22.620000000000005,0.066,0.028,0.044
11,-352.84000000000003,28.819999999999993,0.063,0.025,0.03
