temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.487,0.0
1,-9.0,-17.5,0.055,0.028,0.037
2,-29.029999999999973,-40.829999999999984,0.057,0.03,0.053
3,-47.870000000000005,-62.870000000000005,0.046,0.026,0.05
4,-67.75,-87.44,0.052,0.024,0.055
5,-86.38,-106.39999999999998,0.048,0.02,0.045
6,-107.07,-129.45,0.035,0.018,0.053
7,-128.32999999999998,-155.90999999999997,0.027,0.021,0.04
8,-165.33999999999997,-181.26999999999998,0.028,0.024,0.0
9,-201.70999999999998,-205.8,0.027,0.039,0.0
10,-219.80999999999997,-216.82999999999998,0.026,0.036,0.032
11,-234.54999999999998,-224.67000000000002,0.026,0.041,0.024
