temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.026,0.0
1,-14.199999999999989,6.550000000000011,0.029,0.024,0.022
2,-26.379999999999995,12.740000000000009,0.026,0.022,0.02
3,-39.69999999999999,20.470000000000027,0.029,0.027,0.028
4,-55.21999999999997,30.720000000000027,0.045,0.027,0.032
5,-69.11000000000001,48.5,0.044,0.025,0.04
6,-86.60999999999999,64.00999999999999,0.06,0.025,0.04
7,-109.45999999999998,87.68,0.048,0.028,0.055
8,-122.94999999999999,102.56,0.05,0.028,0.036
9,-135.26999999999998,116.08000000000004,0.075,0.031,0.041
10,-145.98,131.0,0.083,0.036,0.033
11,-153.67999999999998,143.09000000000003,0.084,0.036,0.026
12,-161.35999999999999,154.94,0.083,0.04,0.026
