temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.035,0.018,0.0
1,-28.25,27.160000000000025,0.059,0.019,0.0
2,-39.99000000000001,42.27999999999997,0.079,0.022,0.034
3,-85.67000000000002,73.97000000000003,0.032,0.025,0.0
4,-110.91000000000003,84.27999999999997,0.032,0.024,0.044
5,-165.60000000000002,116.49000000000001,0.05,0.023,0.0
6,-190.99,133.88,0.055,0.026,0.048
7,-209.44,148.85000000000002,0.05,0.026,0.041
8,-231.17000000000002,166.49,0.062,0.025,0.057
9,-256.6,194.11,0.069,0.03,0.064
10,-277.46000000000004,216.04000000000002,0.073,0.035,0.052
11,-302.15999999999997,240.67000000000002,0.069,0.172,0.154
12,-135.83999999999997,77.75999999999999,0.025,0.025,0.0
13,-155.32,83.07,0.028,0.022,0.027
14,-217.63,122.61000000000001,0.051,0.025,0.0
15,-253.36,160.41000000000003,0.066,0.026,0.093
16,-283.65999999999997,194.37,0.075,0.032,0.079
17,-315.35,226.16000000000003,0.078,0.037,0.147
