temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.06,0.032,0.0
1,0.6500000000000341,-10.360000000000014,0.057,0.03,0.021
2,-0.37000000000000455,-25.120000000000005,0.044,0.027,0.03
3,-2.329999999999984,-44.870000000000005,0.042,0.021,0.04
4,-1.4799999999999613,-60.75999999999999,0.051,0.02,0.031
5,-3.7399999999999807,-76.86000000000001,0.038,0.02,0.032
6,-5.889999999999986,-108.48000000000002,0.039,0.02,0.0
7,-7.999999999999972,-117.04000000000002,0.024,0.024,0.016
8,-11.329999999999984,-122.55000000000001,0.026,0.02,0.012
9,-10.43999999999997,-134.8,0.022,0.021,0.0
10,-10.499999999999972,-141.48000000000002,0.019,0.021,0.013
11,-10.949999999999989,-155.62,0.027,0.028,0.0
