temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.025,0.0
1,-3.009999999999991,25.590000000000032,0.032,0.024,0.016
2,-4.670000000000016,33.950000000000045,0.027,0.03,0.017
3,-4.840000000000032,43.660000000000025,0.04,0.028,0.035
4,-4.860000000000014,59.25,0.061,0.024,0.032
5,-1.5600000000000023,74.66000000000003,0.056,0.023,0.031
6,-2.3000000000000114,87.34000000000003,0.051,0.029,0.025
7,-2.819999999999993,100.42000000000002,0.05,0.029,0.026
8,-1.5500000000000114,114.74000000000001,0.05,0.03,0.029
9,-0.3900000000000432,129.26000000000005,0.052,0.029,0.029
10,-1.0900000000000318,139.96000000000004,0.059,0.033,0.021
11,0.14999999999997726,151.13000000000005,0.05,0.03,0.022
12,2.1299999999999955,162.44000000000005,0.057,0.033,0.023
13,2.1899999999999977,172.04000000000002,0.065,0.032,0.019
14,2.829999999999984,180.94000000000005,0.059,0.036,0.018
15,4.139999999999986,188.99,0.063,0.036,0.016
