temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.055,0.026,0.0
1,7.930000000000007,-11.75,0.065,0.029,0.026
2,17.060000000000002,-24.170000000000016,0.062,0.027,0.027
3,27.180000000000007,-37.25999999999999,0.071,0.024,0.029
4,39.879999999999995,-53.579999999999984,0.05,0.021,0.036
5,52.860000000000014,-69.59000000000003,0.054,0.024,0.027
6,63.890000000000015,-80.32,0.037,0.021,0.024
7,80.51000000000002,-99.23000000000002,0.045,0.025,0.042
8,110.93000000000004,-125.18,0.031,0.02,0.0
9,146.69000000000003,-142.59000000000003,0.023,0.024,0.0
10,201.85,-178.8,0.069,0.026,0.0
11,212.63000000000002,-192.92000000000002,0.059,0.016,0.031
12,219.52,-207.82,0.067,0.018,0.031
