temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.018,0.0
1,-10.599999999999966,2.079999999999984,0.047,0.019,0.014
2,-36.26999999999998,-4.139999999999986,0.049,0.02,0.034
3,-67.94999999999999,-2.9700000000000273,0.05,0.023,0.04
4,-110.50999999999999,-2.590000000000032,0.042,0.02,0.054
5,-141.71999999999997,-6.689999999999998,0.039,0.021,0.041
6,-173.30999999999997,-4.1200000000000045,0.052,0.023,0.052
7,-207.26,9.399999999999977,0.07,0.024,0.053
8,-236.57,21.399999999999977,0.074,0.028,0.044
9,-266.21999999999997,32.20999999999998,0.07,0.028,0.044
10,-292.15999999999997,39.349999999999966,0.077,0.036,0.037
11,-318.0,46.579999999999984,0.078,0.037,0.035
12,-333.03,48.31,0.08,0.039,0.019
