temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.023,0.023,0.0
1,-1.75,11.400000000000034,0.024,0.021,0.023
2,-5.699999999999989,31.24000000000001,0.026,0.024,0.0
3,-10.129999999999995,40.400000000000034,0.032,0.024,0.019
4,-9.379999999999995,49.99000000000001,0.035,0.026,0.028
5,-10.379999999999995,61.78000000000003,0.043,0.026,0.03
6,-9.990000000000009,79.81,0.051,0.019,0.036
7,-9.689999999999998,95.0,0.049,0.025,0.03
8,-8.819999999999993,109.12,0.046,0.024,0.028
9,-7.9599999999999795,125.11000000000001,0.05,0.021,0.032
10,-6.680000000000007,138.55,0.047,0.027,0.027
11,-6.240000000000009,157.16000000000003,0.058,0.031,0.037
12,-5.7900000000000205,169.99,0.054,0.029,0.026
13,-2.839999999999975,180.60000000000002,0.055,0.031,0.022
14,-4.360000000000014,190.64000000000004,0.062,0.03,0.02
15,-0.7900000000000205,200.70000000000005,0.047,0.028,0.021
