temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.059,0.028,0.0
1,77.12000000000002,-23.0,0.053,0.021,0.0
2,176.35000000000002,-36.46999999999997,0.042,0.02,0.0
3,206.03000000000003,-39.049999999999955,0.046,0.02,0.0
4,235.41000000000003,-38.539999999999964,0.041,0.018,0.0
5,245.86,-38.69,0.04,0.022,0.013
6,261.51000000000005,-38.48999999999995,0.04,0.02,0.02
7,274.29,-39.14999999999998,0.04,0.021,0.016
8,308.83000000000004,-37.98999999999995,0.053,0.024,0.0
9,321.87,-39.379999999999995,0.051,0.029,0.017
10,335.58000000000004,-41.90999999999997,0.056,0.028,0.018
