temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.362,0.0
1,-0.6500000000000341,-14.439999999999998,0.061,0.035,0.029
2,-0.8700000000000045,-25.75,0.061,0.034,0.023
3,-2.259999999999991,-46.85999999999996,0.055,0.028,0.042
4,-3.1000000000000227,-67.72999999999996,0.054,0.027,0.042
5,-3.569999999999993,-87.07,0.06,0.024,0.039
6,-4.360000000000014,-106.0,0.048,0.026,0.037
7,-5.150000000000034,-124.62,0.046,0.022,0.037
8,-7.53000000000003,-148.76999999999998,0.047,0.022,0.041
9,-8.870000000000005,-167.0,0.04,0.021,0.022
10,-9.70999999999998,-176.45,0.022,0.022,0.019
11,-11.230000000000018,-186.56,0.024,0.024,0.02
12,-13.079999999999984,-196.10999999999996,0.024,0.027,0.019
13,-11.930000000000007,-202.49,0.027,0.025,0.013
14,-14.900000000000034,-209.08999999999997,0.02,0.021,0.014
15,-15.28000000000003,-221.10999999999996,0.022,0.024,0.0
