temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.044,0.34,0.022
1,-0.6400000000000432,-12.670000000000016,0.059,0.032,0.025
2,0.14999999999997726,-28.95999999999998,0.06,0.035,0.033
3,-0.30000000000001137,-49.95999999999998,0.061,0.029,0.042
4,0.23999999999995225,-70.99000000000001,0.05,0.031,0.042
5,-1.6300000000000523,-107.31,0.046,0.022,0.072
6,-1.1200000000000045,-132.45999999999998,0.038,0.018,0.05
7,-3.2800000000000296,-157.42000000000002,0.04,0.024,0.03
8,-2.330000000000041,-172.43,0.029,0.027,0.028
9,-0.7700000000000387,-183.95,0.027,0.022,0.023
10,-2.6000000000000227,-197.13,0.023,0.021,0.026
11,-2.910000000000025,-206.57,0.028,0.025,0.019
12,-3.5700000000000216,-214.42000000000002,0.023,0.021,0.016
13,-3.7100000000000364,-222.82,0.026,0.021,0.017
14,-4.200000000000017,-229.83999999999997,0.019,0.02,0.014
