temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.021,0.023,0.0
1,-3.0300000000000296,6.509999999999991,0.032,0.033,0.014
2,-3.640000000000043,22.02000000000004,0.05,0.029,0.05
3,-4.420000000000016,43.56,0.052,0.029,0.043
4,-5.050000000000011,64.43,0.062,0.031,0.042
5,-5.740000000000009,85.82,0.058,0.033,0.043
6,-6.850000000000023,104.98000000000002,0.061,0.034,0.038
7,-7.720000000000027,120.85000000000002,0.063,0.035,0.032
8,-6.7900000000000205,132.5,0.066,0.037,0.023
9,-6.550000000000011,144.44,0.061,0.035,0.024
