temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.868,0.44,0.0
1,-200.0,420.29,0.055,0.021,0.0
2,-192.87,412.34,0.067,0.028,0.018
3,-179.85999999999999,396.03,0.063,0.031,0.032
4,-163.85,379.84,0.061,0.031,0.032
5,-140.56,363.81,0.05,0.029,0.042
6,-121.35,345.18,0.051,0.027,0.043
7,-100.85000000000002,326.07,0.044,0.028,0.038
8,-80.35000000000002,311.39,0.027,0.027,0.035
9,-58.45999999999998,299.4,0.027,0.025,0.036
10,-39.089999999999975,288.5,0.028,0.029,0.034
11,-24.529999999999973,280.17,0.038,0.023,0.042
