temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.043,0.025,0.0
1,2.6299999999999955,-10.889999999999986,0.062,0.03,0.022
2,6.2099999999999795,-18.49000000000001,0.046,0.025,0.016
3,8.78000000000003,-41.46999999999997,0.057,0.026,0.046
4,9.110000000000014,-56.629999999999995,0.057,0.031,0.03
5,9.129999999999995,-71.08999999999997,0.062,0.026,0.029
6,11.439999999999998,-89.40999999999997,0.058,0.027,0.036
7,9.189999999999998,-106.01999999999998,0.045,0.025,0.033
8,10.470000000000027,-123.99000000000001,0.042,0.018,0.036
9,9.829999999999984,-160.28999999999996,0.026,0.024,0.0
10,8.970000000000027,-172.07999999999998,0.024,0.027,0.024
11,7.689999999999998,-182.95999999999998,0.033,0.028,0.022
12,11.180000000000007,-196.49,0.025,0.02,0.0
