temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.035,0.0
1,8.299999999999983,4.240000000000009,0.033,0.032,0.013
2,22.649999999999977,12.449999999999989,0.03,0.032,0.024
3,38.78999999999999,26.420000000000016,0.035,0.029,0.05
4,61.08000000000001,49.960000000000036,0.051,0.027,0.059
5,76.54999999999998,69.40000000000003,0.046,0.027,0.043
6,89.6,86.30000000000001,0.056,0.031,0.038
7,101.80999999999997,102.42000000000002,0.051,0.028,0.036
8,114.34,115.93,0.058,0.032,0.031
9,123.72999999999999,128.41000000000003,0.056,0.032,0.028
10,133.00999999999996,137.93,0.062,0.037,0.022
11,139.12999999999997,144.07,0.067,0.034,0.014
