temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.023,0.022,0.0
1,-2.3999999999999773,6.930000000000007,0.025,0.026,0.014
2,-4.5,21.53000000000003,0.033,0.028,0.05
3,-4.6299999999999955,39.379999999999995,0.047,0.027,0.039
4,-4.5400000000000205,60.22000000000003,0.052,0.028,0.042
5,-5.889999999999986,80.11000000000001,0.051,0.029,0.04
6,-5.399999999999977,97.48000000000002,0.061,0.03,0.035
7,-7.220000000000027,122.90000000000003,0.056,0.03,0.051
8,-5.949999999999989,135.56,0.06,0.036,0.025
9,-5.75,147.44,0.061,0.035,0.024
10,-7.430000000000007,157.60000000000002,0.065,0.038,0.02
