temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.101,0.023
1,13.370000000000005,-10.640000000000043,0.079,0.117,0.027
2,30.459999999999994,-23.32000000000005,0.084,0.041,0.033
3,49.83,-40.39000000000004,0.089,0.04,0.042
4,70.93,-60.44,0.083,0.038,0.047
5,90.55000000000001,-79.25,0.076,0.032,0.045
6,112.4,-100.05000000000001,0.086,0.035,0.05
7,134.93,-123.93,0.069,0.03,0.04
8,156.95,-140.21000000000004,0.055,0.029,0.039
9,178.77,-153.94,0.04,0.023,0.035
10,201.20000000000002,-164.41000000000003,0.037,0.025,0.032
11,229.86999999999998,-176.91000000000003,0.03,0.025,0.044
12,248.48,-184.09000000000003,0.028,0.029,0.027
13,266.69000000000005,-189.73000000000002,0.032,0.021,0.025
14,282.83000000000004,-195.95000000000005,0.043,0.027,0.032
15,298.52,-207.15000000000003,0.073,0.03,0.04
16,314.65999999999997,-230.0,0.072,0.024,0.05
17,322.99,-242.37000000000003,0.08,0.026,0.027
18,333.30999999999995,-258.32000000000005,0.063,0.019,0.028
