temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.023,0.0
1,-11.470000000000027,-1.0,0.042,0.019,0.014
2,-48.360000000000014,-3.2799999999999727,0.045,0.019,0.0
3,-68.84000000000003,-4.689999999999998,0.046,0.021,0.026
4,-87.17000000000002,-5.149999999999977,0.046,0.02,0.023
5,-110.09000000000003,-7.100000000000023,0.049,0.023,0.029
6,-123.87,-5.600000000000023,0.048,0.023,0.017
7,-143.37,-7.009999999999991,0.046,0.02,0.025
8,-212.50000000000003,-11.660000000000025,0.062,0.024,0.0
9,-232.57000000000002,-10.129999999999995,0.083,0.03,0.03
10,-249.50000000000003,-2.3999999999999773,0.065,0.025,0.026
11,-266.11,7.3799999999999955,0.071,0.026,0.029
12,-287.14,13.509999999999991,0.073,0.026,0.029
13,-303.6,20.120000000000005,0.075,0.029,0.024
14,-321.88,26.30000000000001,0.079,0.03,0.026
15,-343.52000000000004,37.129999999999995,0.071,0.034,0.036
16,-359.67,40.64999999999998,0.071,0.032,0.021
17,-375.18,42.79000000000002,0.063,0.03,0.02
18,53.329999999999984,-4.220000000000027,0.058,0.028,0.0
19,42.799999999999955,-5.3799999999999955,0.062,0.025,0.013
20,31.049999999999955,-3.0500000000000114,0.062,0.022,0.015
21,16.41999999999996,-4.75,0.064,0.027,0.019
22,2.9899999999999523,-0.5099999999999909,0.057,0.029,0.019
23,-12.270000000000039,-0.14999999999997726,0.06,0.033,0.019
24,-28.410000000000025,1.0299999999999727,0.062,0.03,0.02
25,-45.420000000000016,1.6200000000000045,0.058,0.031,0.021
26,-57.23000000000002,3.839999999999975,0.048,0.024,0.015
27,-74.17000000000002,4.240000000000009,0.047,0.024,0.021
28,-90.89000000000004,2.8999999999999773,0.049,0.027,0.021
29,-108.77000000000004,4.160000000000025,0.053,0.023,0.022
30,-124.29000000000002,5.350000000000023,0.061,0.026,0.02
31,-142.28000000000003,4.689999999999998,0.051,0.027,0.023
32,-162.98000000000002,5.800000000000011,0.048,0.023,0.026
33,-180.98000000000002,4.910000000000025,0.051,0.027,0.023
34,-199.82000000000002,8.269999999999982,0.05,0.025,0.024
35,-222.39000000000001,4.699999999999989,0.057,0.03,0.033
36,-242.49000000000004,12.279999999999973,0.075,0.029,0.031
37,-262.21000000000004,21.480000000000018,0.076,0.033,0.031
38,-281.75,28.180000000000007,0.071,0.026,0.028
39,-298.14000000000004,32.98000000000002,0.08,0.032,0.023
40,-313.34000000000003,40.660000000000025,0.065,0.029,0.025
41,-328.71000000000004,44.69999999999999,0.074,0.029,0.022
