temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.021,0.0
1,-87.51999999999998,444.43,0.045,0.026,0.0
2,-85.51999999999998,427.95000000000005,0.045,0.026,0.033
3,-84.30000000000001,418.70000000000005,0.05,0.021,0.019
4,-82.46999999999997,398.84000000000003,0.052,0.027,0.04
5,-82.50999999999999,383.89000000000004,0.046,0.026,0.03
6,-81.69,368.92,0.053,0.025,0.03
7,-80.63,350.72,0.052,0.022,0.036
8,-82.40999999999997,336.09000000000003,0.05,0.029,0.029
9,-82.81,321.46000000000004,0.038,0.021,0.019
10,-81.01999999999998,311.82000000000005,0.029,0.027,0.017
11,-82.72999999999996,303.58000000000004,0.024,0.025,0.017
12,-82.55000000000001,293.55,0.029,0.025,0.02
13,-82.44999999999999,286.1,0.023,0.025,0.015
14,-82.65999999999997,278.40000000000003,0.023,0.022,0.015
