temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.024,0.0
1,-14.229999999999961,3.009999999999991,0.028,0.028,0.019
2,-34.870000000000005,10.610000000000014,0.037,0.026,0.036
3,-54.65999999999997,24.25999999999999,0.051,0.027,0.037
4,-74.99000000000001,36.25999999999999,0.059,0.028,0.035
5,-97.92999999999998,52.03000000000003,0.058,0.031,0.044
6,-116.13999999999999,64.53000000000003,0.06,0.03,0.034
7,-137.42999999999998,77.78000000000003,0.069,0.036,0.055
8,-154.64,96.00999999999999,0.083,0.035,0.042
9,-171.66,114.40000000000003,0.089,0.039,0.042
10,-183.77999999999997,129.29000000000002,0.089,0.041,0.034
11,-192.92999999999998,138.61,0.083,0.041,0.022
12,-202.32,147.18,0.101,0.048,0.021
