temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.063,0.031,0.0
1,-16.299999999999955,2.7700000000000387,0.056,0.025,0.021
2,-46.71999999999997,4.730000000000018,0.06,0.023,0.037
3,-81.09999999999997,4.639999999999986,0.049,0.026,0.043
4,-102.86999999999995,4.400000000000034,0.047,0.025,0.027
5,-128.22999999999996,3.160000000000025,0.049,0.025,0.032
6,-156.44,3.1000000000000227,0.054,0.027,0.036
7,-182.83999999999997,4.340000000000032,0.055,0.025,0.034
8,-209.29999999999998,1.8400000000000318,0.057,0.029,0.033
9,-234.74999999999997,1.8700000000000045,0.062,0.027,0.042
10,-266.13,14.689999999999998,0.073,0.03,0.047
11,-294.58,23.03000000000003,0.071,0.029,0.039
12,-327.85999999999996,36.920000000000016,0.076,0.034,0.052
