temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.07,0.034,0.0
1,14.510000000000005,-4.7099999999999795,0.061,0.03,0.02
2,146.01,-61.329999999999984,0.048,0.024,0.0
3,223.77,-66.63,0.031,0.018,0.0
4,256.13,-61.73000000000002,0.041,0.018,0.042
5,285.32000000000005,-66.41000000000003,0.043,0.02,0.038
6,307.96000000000004,-64.43,0.051,0.026,0.029
7,329.91999999999996,-65.05000000000001,0.057,0.03,0.028
8,349.75,-61.19999999999999,0.039,0.022,0.026
9,371.11,-63.50999999999999,0.055,0.022,0.027
10,392.41999999999996,-64.64999999999998,0.059,0.029,0.026
