temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.032,0.032,0.0
1,12.759999999999991,6.75,0.025,0.023,0.021
2,39.73000000000002,20.910000000000025,0.035,0.021,0.057
3,58.44,42.51999999999998,0.051,0.025,0.049
4,80.08999999999997,62.460000000000036,0.049,0.023,0.048
5,108.70999999999998,87.50999999999999,0.058,0.028,0.062
6,123.37,100.07,0.051,0.029,0.031
7,138.46999999999997,110.69999999999999,0.063,0.03,0.028
8,150.95,120.06,0.066,0.038,0.024
9,161.01,125.87,0.069,0.036,0.017
10,167.26999999999998,131.25,0.074,0.035,0.013
