temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.115,0.0
1,13.590000000000003,-12.100000000000023,0.064,0.029,0.03
2,24.950000000000003,-22.69999999999999,0.07,0.03,0.026
3,39.13000000000001,-33.55000000000001,0.076,0.028,0.028
4,53.400000000000006,-45.85000000000002,0.059,0.027,0.03
5,69.97,-62.53000000000003,0.07,0.03,0.039
6,82.89000000000001,-76.18,0.062,0.025,0.032
7,100.16,-96.50999999999999,0.078,0.032,0.046
8,112.49000000000001,-106.36000000000001,0.062,0.024,0.021
9,123.94,-119.79000000000002,0.056,0.027,0.026
10,150.48000000000002,-137.51999999999998,0.051,0.025,0.0
11,175.76,-157.01999999999998,0.032,0.021,0.0
12,191.79000000000002,-163.35000000000002,0.026,0.021,0.023
13,220.17000000000002,-173.39,0.025,0.022,0.0
14,252.07999999999998,-184.43,0.022,0.024,0.0
15,276.57,-193.11,0.048,0.023,0.0
