temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.028,0.0
1,2.6100000000000136,-12.279999999999973,0.055,0.032,0.025
2,1.75,-24.21999999999997,0.056,0.03,0.024
3,3.6200000000000045,-38.829999999999984,0.059,0.03,0.029
4,1.4499999999999886,-60.410000000000025,0.052,0.03,0.043
5,1.329999999999984,-77.64999999999998,0.062,0.032,0.034
6,0.9399999999999977,-102.98000000000002,0.041,0.021,0.05
7,-5.25,-159.39,0.023,0.025,0.0
8,-4.439999999999998,-168.23000000000002,0.026,0.029,0.018
9,-4.300000000000011,-177.5,0.029,0.028,0.019
10,-4.939999999999998,-185.76,0.027,0.026,0.017
11,-5.740000000000009,-192.86,0.023,0.022,0.014
12,-5.8700000000000045,-199.10000000000002,0.025,0.024,0.012
13,-5.350000000000023,-204.56,0.023,0.022,0.011
14,-8.469999999999999,-209.55,0.024,0.021,0.011
