temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.026,0.0
1,1.079999999999984,-18.789999999999964,0.047,0.028,0.038
2,0.6499999999999773,-32.69999999999999,0.044,0.023,0.028
3,-2.3100000000000023,-56.56999999999999,0.047,0.027,0.048
4,-2.900000000000034,-74.5,0.044,0.027,0.036
5,-2.660000000000025,-92.39999999999998,0.041,0.019,0.035
6,-6.550000000000011,-165.32,0.024,0.022,0.0
7,-8.660000000000025,-174.85999999999996,0.025,0.023,0.019
8,-8.800000000000011,-184.52999999999997,0.025,0.027,0.019
9,-11.329999999999984,-203.20999999999998,0.023,0.023,0.0
