temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.018,0.0
1,-10.70999999999998,14.79000000000002,0.046,0.016,0.025
2,-86.17000000000002,42.00999999999999,0.021,0.02,0.0
3,-128.42,58.23000000000002,0.041,0.025,0.0
4,-151.44,69.99000000000001,0.042,0.019,0.039
5,-169.9,78.35000000000002,0.055,0.024,0.032
6,-190.36,94.33999999999997,0.059,0.028,0.053
7,-211.86,114.32999999999998,0.067,0.026,0.048
8,-230.99,135.2,0.072,0.026,0.048
9,-249.92,153.42000000000002,0.072,0.033,0.044
10,-271.57,172.57,0.078,0.037,0.047
11,-290.35,189.83999999999997,0.082,0.041,0.042
12,-310.96,208.32999999999998,0.059,0.112,0.093
