temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.044,0.023,0.0
1,-16.660000000000025,-0.5500000000000114,0.063,0.031,0.021
2,-27.220000000000027,0.2699999999999818,0.053,0.025,0.013
3,-38.79000000000002,-1.3799999999999955,0.053,0.026,0.015
4,-48.22000000000003,-0.910000000000025,0.051,0.027,0.011
5,-59.82000000000005,2.919999999999959,0.053,0.024,0.016
6,-70.94,3.339999999999975,0.049,0.025,0.014
7,-85.28000000000003,1.1800000000000068,0.056,0.025,0.018
8,-98.02000000000004,1.919999999999959,0.04,0.023,0.016
9,-114.46000000000004,3.319999999999993,0.051,0.024,0.021
10,-127.03000000000003,3.0,0.057,0.026,0.016
11,-141.40000000000003,3.1499999999999773,0.052,0.024,0.018
12,-155.12,2.5600000000000023,0.052,0.021,0.017
13,-170.86,3.409999999999968,0.051,0.025,0.02
14,-190.40000000000003,5.449999999999989,0.06,0.026,0.025
15,-207.20000000000002,4.300000000000011,0.056,0.028,0.021
16,-219.79000000000002,3.9799999999999613,0.061,0.03,0.016
17,-235.71000000000004,7.110000000000014,0.052,0.024,0.024
18,-259.03000000000003,11.009999999999991,0.059,0.022,0.034
19,-272.89,20.19999999999999,0.068,0.023,0.025
20,-285.22,24.909999999999968,0.069,0.027,0.018
21,-303.21000000000004,30.560000000000002,0.07,0.029,0.025
22,-319.11,36.81999999999999,0.059,0.023,0.024
