temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.036,0.0
1,14.25,5.0,0.016,0.03,0.02
2,59.41,28.539999999999964,0.021,0.022,0.0
3,77.91,37.90999999999997,0.023,0.019,0.032
4,118.88,71.93,0.045,0.019,0.0
5,141.20999999999998,87.74000000000001,0.045,0.025,0.042
6,162.57999999999998,106.69,0.056,0.028,0.046
7,182.17000000000002,123.52999999999997,0.053,0.024,0.042
8,199.43,138.55,0.058,0.029,0.037
9,212.62,149.01,0.062,0.034,0.027
10,225.45,156.43,0.07,0.033,0.022
11,236.40999999999997,164.60999999999996,0.062,0.032,0.021
