temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.02,0.0
1,-6.569999999999993,-5.720000000000027,0.05,0.029,0.014
2,-19.359999999999957,-16.00999999999999,0.055,0.026,0.026
3,-34.60999999999996,-31.460000000000036,0.053,0.028,0.036
4,-71.40999999999997,-68.0,0.043,0.02,0.086
5,-94.14999999999998,-89.95000000000005,0.055,0.024,0.052
6,-115.25,-112.11000000000001,0.047,0.021,0.052
7,-138.89,-135.53000000000003,0.037,0.023,0.041
8,-158.67999999999998,-148.96000000000004,0.022,0.02,0.033
9,-195.14,-171.86,0.025,0.028,0.0
10,-217.90999999999997,-183.07,0.021,0.034,0.039
11,-245.05999999999997,-194.22000000000003,0.021,0.031,0.041
12,-271.57,-209.59000000000003,0.044,0.044,0.045
13,-285.66999999999996,-214.89000000000004,0.045,0.039,0.019
