temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.059,0.108,0.033
1,17.799999999999997,-15.430000000000007,0.078,0.035,0.038
2,32.150000000000006,-31.05000000000001,0.072,0.036,0.036
3,51.08,-48.06,0.071,0.031,0.041
4,70.34,-65.72999999999996,0.071,0.03,0.043
5,87.71000000000001,-83.85999999999996,0.068,0.024,0.042
6,104.83000000000001,-102.88999999999999,0.075,0.03,0.044
7,125.22999999999999,-122.10999999999996,0.066,0.03,0.033
8,139.35,-133.08999999999997,0.047,0.023,0.026
9,154.47,-144.21999999999997,0.044,0.018,0.028
10,171.32,-152.44,0.034,0.022,0.024
11,185.11999999999998,-158.7,0.024,0.019,0.021
12,201.30999999999997,-165.81,0.028,0.027,0.025
13,220.47,-172.72999999999996,0.022,0.021,0.028
14,240.65,-178.8,0.021,0.023,0.028
15,258.54999999999995,-185.81,0.022,0.02,0.026
16,275.35,-191.57999999999998,0.04,0.024,0.037
17,291.73,-209.39,0.069,0.018,0.047
18,303.32000000000005,-226.08999999999997,0.064,0.018,0.036
