temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.043,0.023,0.0
1,-1.2800000000000011,-14.389999999999986,0.047,0.027,0.029
2,-0.2400000000000091,-28.159999999999968,0.044,0.025,0.028
3,-2.0600000000000023,-43.26999999999998,0.052,0.026,0.03
4,-2.0400000000000205,-65.02999999999997,0.05,0.02,0.043
5,-5.260000000000019,-91.57,0.038,0.025,0.031
6,-6.130000000000024,-101.92000000000002,0.028,0.028,0.021
7,-8.910000000000025,-117.36000000000001,0.03,0.028,0.031
8,-9.850000000000023,-124.20999999999998,0.03,0.031,0.014
9,-9.5,-130.59999999999997,0.024,0.024,0.013
10,-9.630000000000024,-137.94,0.026,0.025,0.015
11,-9.27000000000001,-145.53999999999996,0.029,0.029,0.015
12,-8.880000000000024,-150.07999999999998,0.031,0.03,0.009
13,-8.890000000000015,-156.21999999999997,0.028,0.024,0.012
