temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.063,0.034
1,9.590000000000003,-7.319999999999993,0.063,0.076,0.019
2,19.060000000000002,-15.639999999999986,0.078,0.041,0.02
3,32.970000000000006,-29.44999999999999,0.085,0.041,0.033
4,46.410000000000004,-43.48000000000002,0.078,0.039,0.033
5,62.690000000000005,-59.28000000000003,0.072,0.033,0.037
6,80.03,-76.52000000000004,0.082,0.035,0.04
7,97.23999999999998,-95.72000000000003,0.073,0.027,0.044
8,116.57999999999998,-115.06,0.079,0.033,0.046
9,136.41,-134.78000000000003,0.08,0.033,0.047
10,156.59,-156.58000000000004,0.053,0.024,0.033
11,173.67,-169.23000000000002,0.027,0.028,0.026
12,192.81,-172.11,0.028,0.026,0.025
13,210.47,-178.88,0.025,0.021,0.026
14,225.76,-187.8,0.026,0.02,0.026
15,249.32,-194.0,0.028,0.024,0.032
16,274.12,-202.56,0.025,0.021,0.035
17,293.38,-208.49,0.038,0.03,0.033
18,307.53,-216.46000000000004,0.057,0.025,0.038
19,334.31,-248.81,0.067,0.021,0.0
