temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.074,0.034,0.0
1,8.409999999999997,-1.0600000000000023,0.076,0.035,0.01
2,22.849999999999994,-5.920000000000016,0.081,0.035,0.02
3,35.44999999999999,-11.110000000000014,0.056,0.023,0.019
4,56.230000000000004,-21.05000000000001,0.077,0.026,0.033
5,75.39,-26.75999999999999,0.058,0.023,0.027
6,94.87999999999998,-32.93000000000001,0.064,0.025,0.027
7,114.64,-41.839999999999975,0.048,0.021,0.023
8,133.27999999999997,-41.44999999999999,0.046,0.024,0.023
9,149.89,-39.75,0.045,0.022,0.021
10,189.41999999999996,-38.97999999999996,0.042,0.02,0.0
11,207.57999999999998,-38.56,0.051,0.023,0.023
12,225.81,-38.15999999999997,0.045,0.021,0.023
13,245.47999999999996,-34.96999999999997,0.045,0.02,0.025
14,272.51,-33.72999999999996,0.051,0.021,0.034
15,290.94,-35.19,0.05,0.027,0.023
16,306.03999999999996,-34.110000000000014,0.059,0.025,0.019
17,324.25,-32.44,0.053,0.024,0.023
18,338.13,-32.120000000000005,0.057,0.027,0.017
19,351.76,-33.620000000000005,0.055,0.031,0.017
20,365.37,-34.18000000000001,0.065,0.028,0.017
21,374.56,-33.64999999999998,0.065,0.027,0.011
